bio_replica	sample	fq1	fq2	read_count	base_count	fq1_bytes	fq2_bytes	fq1_md5	fq2_md5
38V3	SRR5558035	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558035/SRR5558035_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558035/SRR5558035_2.fastq.gz	2607385	784012166	272686157	274945297	6edd9e92cfca49c742824e2d615dad8f	7f4376e2e28d79e76ceb4cb5e07b67a1
38V3	SRR5558036	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558036/SRR5558036_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558036/SRR5558036_2.fastq.gz	9424975	2846342450	940701819	955870074	40fc798d8ee7bdbcfda5303b9ea2f040	404498182d4e27d6e2849b0743b5337a
3V6	SRR5558037	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558037/SRR5558037_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558037/SRR5558037_2.fastq.gz	23676300	7150242600	2000288358	2138582046	8dbe29504323f15977c39e0832dc741e	c796d477eb2320a25ac833facb37944c
38V3	SRR5558038	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558038/SRR5558038_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558038/SRR5558038_2.fastq.gz	2936521	883001587	244244265	256318369	1224f99b708f4bc5d49e4adf01003bd4	f380fbaedb7e8b552d2ed58d67ca3729
38V3	SRR5558039	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558039/SRR5558039_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558039/SRR5558039_2.fastq.gz	2577390	775099484	269971403	273070112	6adc3beadff83b0b0d7be9306b713fe9	de2427deda48a8ba8b4686b2b988dcd2
38V3	SRR5558040	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558040/SRR5558040_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558040/SRR5558040_2.fastq.gz	2937234	883286719	244647540	257813311	d68d8bd5012ca37532e95df02f8647f9	b077bc0e4521ef0e1a075b48ea6f01c1
38V3	SRR5558041	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558041/SRR5558041_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558041/SRR5558041_2.fastq.gz	2549458	766724431	267430968	270486618	343dad1f8954c08ee6ad98033ff466e5	ed091f69b7246eb8ed96ed8eb5be5e62
38V3	SRR5558042	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558042/SRR5558042_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558042/SRR5558042_2.fastq.gz	2959895	890332941	245133367	257638432	ac7eca1ac50045a4c9ee2b48d472d8dc	1b2e656df1936dd9cf796cf8bce5e318
8V3	SRR5558043	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558043/SRR5558043_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558043/SRR5558043_2.fastq.gz	2568077	772138639	268000249	272686146	0304c85d54d6f944b31e5e4fc6bd12a4	6971771e955377a21673322d3a571fc2
8V5	SRR5558044	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558044/SRR5558044_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558044/SRR5558044_2.fastq.gz	2748294	825852325	233787586	246046456	ac0a54bc9684f73210d2140ef2e07998	6f2a526f8376f73fbaa2f524664a8ea2
8V5	SRR5558045	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558045/SRR5558045_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558045/SRR5558045_2.fastq.gz	2854795	857845941	244963447	256966232	78387bce4b467df6246089cd0c3aaca1	59cdb932ef3ead39ed5fa2036a286376
4V1	SRR5558046	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558046/SRR5558046_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558046/SRR5558046_2.fastq.gz	3520591	1059398427	300884643	315598313	455c5c63dcf8bfe0c29d99a812a07604	3ff2373d40b207546105b7922740001c
8V5	SRR5558047	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558047/SRR5558047_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558047/SRR5558047_2.fastq.gz	2826029	848914586	242719374	253750303	7e867ba8075db5058ab09f082f34e4b0	85c6297b4020964f58df87f96091dd15
9V1	SRR5558048	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558048/SRR5558048_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558048/SRR5558048_2.fastq.gz	3284080	988070004	282974664	299175252	8978fd7bb68704a43176a560713e0960	3da54e38b4b5d4a4f267d3f04575ba6f
9V1	SRR5558049	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558049/SRR5558049_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558049/SRR5558049_2.fastq.gz	3222227	969150748	276833748	292550634	0cb99781797d2b4bbec3eb4234eee0e4	9fb8ebef7089bc435aab4d647f69c7b0
9V1	SRR5558050	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558050/SRR5558050_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558050/SRR5558050_2.fastq.gz	3244578	975893201	279861525	294942196	c2e1e097f4dcb04136eba1326b4e684e	3c61e9c25e478ee00400e417fe76b03d
9V1	SRR5558051	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558051/SRR5558051_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558051/SRR5558051_2.fastq.gz	10658855	3218974210	1033980220	1072322941	eac3f73723b1ae7b8349036bff70e7c6	072583e1b4f7b1d0229673f3318d34f3
49V5	SRR5558052	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558052/SRR5558052_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558052/SRR5558052_2.fastq.gz	2736512	823260960	239277814	251166549	75f6fdc94fe5df170c5f7c73c2f9cc02	a8f1d3c55fe3d0eff6c4eb3c356148b0
49V5	SRR5558053	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558053/SRR5558053_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558053/SRR5558053_2.fastq.gz	2702018	812948339	235152609	249586889	7b70363c032028043417e75907354a72	d6e38492538cd13d12f647022629de18
9V3	SRR5558054	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558054/SRR5558054_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558054/SRR5558054_2.fastq.gz	9972869	3011806438	970105931	992726158	3b90ffbd8c9bd498ce4c2839e3adf267	c8cf4974fadfbc6f3dd939069cb1f08c
49V5	SRR5558055	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558055/SRR5558055_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558055/SRR5558055_2.fastq.gz	2691181	809549585	233215085	249438794	3f7f3e18a70af45e0a4e7a94b00ecb64	b859cb84acdc38dfea72aef4c68e2486
4V1	SRR5558056	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558056/SRR5558056_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558056/SRR5558056_2.fastq.gz	3591249	1080322348	308541027	322158858	5bb68bac2d28f9301fffd115dc3a0398	41a35d775027fd1caef89f1ba6b7f47f
4V1	SRR5558057	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558057/SRR5558057_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558057/SRR5558057_2.fastq.gz	3652753	1099174254	314750751	328996178	a4064d00a11fbfe0e01c60c7d922e45c	4770c2e8a64ecc8f13b9c6c3c378fc66
4V1	SRR5558058	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558058/SRR5558058_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558058/SRR5558058_2.fastq.gz	11850513	3578854926	1151112630	1177283168	256d7ec5e1231e6602a9b1cafcfe5d54	c27ca825efd22bf739e328f6efd95830
4V1	SRR5558059	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558059/SRR5558059_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558059/SRR5558059_2.fastq.gz	3620404	1089099620	312216992	325313367	fabab37833dbc06f58f94059f00ee8c2	3016656beb5d2239dca467702148d03d
5V5	SRR5558060	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558060/SRR5558060_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558060/SRR5558060_2.fastq.gz	10349747	3125623594	883792370	915663858	34410d1afb06c44ed0b6b75f3fe30b85	c99ddeb8ba7b7de3e5c728117d868c8d
5V5	SRR5558061	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558061/SRR5558061_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558061/SRR5558061_2.fastq.gz	9752667	2945305434	780719418	849602748	c65386051bf4eb1e3b0590eb94aeee5a	4dc0f0540ae5199a3f2ec198cd843b15
5V5	SRR5558062	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558062/SRR5558062_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558062/SRR5558062_2.fastq.gz	12531794	3784601788	1049052044	1115414815	5449360b6ee232317e213097c517b656	448a60f09881dd94008e0266aeb683f3
5V5	SRR5558063	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558063/SRR5558063_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558063/SRR5558063_2.fastq.gz	10333353	3120672606	863082438	890857307	606b53c652b2503c56ec8d90b5496768	95ecab851080a9500951f22687054f3f
5V3	SRR5558064	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558064/SRR5558064_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558064/SRR5558064_2.fastq.gz	3048811	915778009	267317178	279659890	526cb14edfee0e10df28675fc3d62f83	52ac223489c203a3f482f7f18d242fd6
5V3	SRR5558065	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558065/SRR5558065_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558065/SRR5558065_2.fastq.gz	3012833	905031624	263169743	278200341	88c8611624bb8b747649ebc120696cd0	2238167fc9351451506b809de7c81594
5V3	SRR5558066	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558066/SRR5558066_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558066/SRR5558066_2.fastq.gz	3016386	905875301	263855046	276239040	3b851aa24a6587ff43ad8739e0161981	7fd1a5c3b58ccd7e147289a5a2395c09
5V3	SRR5558067	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558067/SRR5558067_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558067/SRR5558067_2.fastq.gz	3007414	903223948	261551884	278577664	9709da36dfcee032304cf23b6015b21c	855c5ab7ba4023b66f3883fff656f372
5V5	SRR5558068	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558068/SRR5558068_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558068/SRR5558068_2.fastq.gz	16267882	4912900364	1534415519	1698869601	4d5fc0f23b1e8c24351e59cc001b6a68	2c6cfabedf58d77bb43c4424e981a79c
5V5	SRR5558069	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558069/SRR5558069_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558069/SRR5558069_2.fastq.gz	9654015	2915512530	1027986620	1034669856	c41f58aaecdd9bc3fbaca59ea8cba954	499760b19a2648ffb0e232d71549fa7d
9V6	SRR5558070	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558070/SRR5558070_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558070/SRR5558070_2.fastq.gz	23235171	7017021642	1955404465	2103002600	de31fdb94a2b601af3dd43ad6ee1fa41	8b02e31d9222ad4996f4dce3cd98abd3
9V6	SRR5558071	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558071/SRR5558071_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558071/SRR5558071_2.fastq.gz	19107979	5770609658	1606718605	1679096054	1d53c17df5cdc846e374602f21edf611	e0c1b4539904d24028c7c59bd1db0b84
9V6	SRR5558072	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558072/SRR5558072_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558072/SRR5558072_2.fastq.gz	19117284	5773419768	1644179704	1722629876	6bca0121f3ad712d7bea4b3a27791768	a5d2f417faff10b6d5e8b7628ae44600
9V6	SRR5558073	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558073/SRR5558073_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558073/SRR5558073_2.fastq.gz	18178890	5490024780	1467466199	1613986593	50d9964aa535463925ba01e6dc2bbf38	221da9fee52d75a81296d57da1a2531d
9V5	SRR5558074	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558074/SRR5558074_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558074/SRR5558074_2.fastq.gz	3334284	1003057696	288034214	302995782	02c71d62c575bc5ad98858a67338dafc	487124b752051a90d98df309e5af6f49
